EnemyWeak#0,"""Don't wet youw guawd down, even if they'we weak!"""
EnemyLarge#0,"""Wet's take them down!"""
EnemyBoss#0,"""Wooks wike we've found the main attwaction!"""
EnemyRare#0,"""What the...? Does that one wook stwange to you?"""
EnemyBoost#0,"""...That one has a diffewent aiw about it. Be cawefuw!"""
DestroyEnemy1#0,"""One down!"""
DestroyEnemy2#0,"""Onto the next one!"""
DestroyEnemy3#0,"""I'm on a woww!"""
CondFreeze#0,"""Bwww! Cowd!"""
CondBurn#0,"""Ow! HOT HOT!"""
CondShock#0,"""Damn... Why do I feew numb?"""
CondPoison#0,"""... Tch... I've been poisoned!"""
CondPanic#0,"""What's going on..?!"""
CondStan#0,"""I can't muv...!"""
CondMirage#0,"""I can't see...!"""
Die#0,"""Oh my god..."""
ThankHeal#0,"""Thanks!"""
ThankBuff#0,"""I feew gweat!"""
ThankCure#0,"""Sowwy, it won't happen again."""
DefeatEnemy#0,"""Awe we done yet?"""
LevelUp#0,"""You'we stiww impwoving, I see!"""
InvokeSkill1#0,"""This is the end fow you!"""
InvokeSkill2#0,"""You'we too pwedictabwe!"""
InvokeSkill3#0,"""I see wight thwough you!"""
PBFull#0,"""When do I weawwy get to show off?"""
PBRelease#0,"""Hewe's my ace in the howe!"""
TacticsFree#0,"""I guess I'ww impwovise!"""
TacticsGuard#0,"""Time to focus on defense."""
TacticsMassedAttack#0,"""Ok, wet's attack togethew!"""
TacticsAttack#0,"""Wets go aww out!"""
Avoid#0,"""Ha, too easy!"""
HealSelf#0,"""I'm in weaw twoubwe!"""
BuffSelf#0,"""This shouwd hewp..."""
HealOther#0,"""Don't get cwazy."""
BuffOther#0,"""Keep youw guawd up, ok?"""
QuestStart1#0,"""Hewe we go!"""
QuestStart2#0,"""Let's go, <%me>!"""
QuestEnd1#0,"""Mission cweaw!"""
QuestEnd2#0,"""Wooks wike we'we done! Man, I'm beat!"""
IncidentStart#0,"""On the battwefiewd, we weawn to expect the unexpected..."""
IncidentSuccess#0,"""Awwight!"""
IncidentFailure#0,"""Ah, damn..."""
PSE#0,"""It begins!"""
PSELevelUp#0,"""Wet's keep it up!"""
PSEBurst#0,"""It's time! Wet's tuwn it up!"""
HP30#0,"""How'd they get so tough?"""
HP10#0,"""These guys awe stwongew than they wook..."""
ItemRare#0,"""Hey, you picked up something good!"""
DamageSmall#0,"""Ugh!"""
DamageMiddle#0,"""Not bad!"""
DamageLarge#0,"""Dammit!"""
Trap#0,"""Thewe's a twap hewe!"""
ThankTrapRescue#0,"""Woo, thanks!"""
TrapRescueOther#0,"""Awe you awwight??"""
MemberDamaged#0,"""Watch it!"""
MemberDead#0,"""...I wont wet them get away with this!"""
AbilityExe#0,"""/toge I bet you wewen't expecting this!"""
AbilitySpecial#0,"""/toge Weave it to me!"""
Resurrect#0,"""I think I can stand..."""
PartyJoin#0,"""/ci1 1 Wet's go!"""
Marvelous#0,"""That was gweat!"""
IncidentJsApcBegin#0,"""/ci2 2 Wooks wike things awe getting tough! Don't wowwy, I'm hewe!"""
IncidentJsApcFailure#0,"""What the heww happened? That was wough... How wiww I wive this down?"""
IncidentJsApcSuccess#0,"""/ci2 1 Weww, I need to head back now. That was tough, but aww's weww that ends weww!"""
IncidentJsApcBeginEvo#0,"""/ci1 2 ……おっと、まだ気を抜くなよ。<br>敵さんはどうやらまだまだ<br>やる気みたいだからな！"""
EnemyWeak#1,"""Even I can defeat someone this weak!"""
EnemyLarge#1,"""W-why is it so big?"""
EnemyBoss#1,"""Wunning is no use, huh?"""
EnemyRare#1,"""Th-that's a wawe one, isn't it?"""
EnemyBoost#1,"""...W-what an amazing auwa."""
DestroyEnemy1#1,"""I did it!"""
DestroyEnemy2#1,"""We beat it! ...wight?"""
DestroyEnemy3#1,"""I can do it too!"""
CondFreeze#1,"""So cowd!"""
CondBurn#1,"""It's weawwy hot!"""
CondShock#1,"""E-ewectwic shock!?"""
CondPoison#1,"""Ugh... is this poison...?"""
CondPanic#1,"""I'm feewing dizzy..."""
CondStan#1,"""M-muv body, muv!"""
CondMirage#1,"""H-huh? Whewe awe the enemies?"""
Die#1,"""I can... stiww..."""
ThankHeal#1,"""Thanks!"""
ThankBuff#1,"""Thanks fow the suppowt!"""
ThankCure#1,"""Ahh, I feew wefweshed!"""
DefeatEnemy#1,"""I wondew if I somehow suwpassed it?"""
LevelUp#1,"""Ah, how nice!"""
InvokeSkill1#1,"""Even though I'm not good at this..."""
TechIce#0,"""Even if it onwy stops you fwom moving..."""
TechThunder#0,"""If you thought I was useless, then<br>you're in for a shock!"""
PBFull#1,"""That's enough!"""
PBRelease#1,"""Now you've made me angwy!"""
TacticsFree#1,"""Then I'ww do as I pwease!"""
TacticsGuard#1,"""Time to defend! I'ww wait fow my chance!"""
TacticsMassedAttack#1,"""If we aww do it togethew, it'ww wowk!"""
TacticsAttack#1,"""D-dwaw them in? I guess it can't be hewped..."""
Avoid#1,"""What awe you aiming at?"""
HealSelf#1,"""I don't want to die yet!"""
BuffSelf#1,"""It's dangewous without suppowt."""
HealOther#1,"""Awe you okay? I'ww heaw you."""
BuffOther#1,"""Boosted! This is the onwy thing I'm good at."""
QuestStart1#1,"""Hewe we go!"""
QuestStart2#1,"""Let's do our best, <%me>!"""
QuestEnd1#1,"""Is it uvw?"""
QuestEnd2#1,"""<%me> and I are both safe and sound. Thank goodness!"""
IncidentStart#1,"""W-what's happening?"""
